key,id_type,id,title,year,venue,cluster,tier,verified_at,verification_source,url
"meng2026clawmarkliving","arxiv","2604.23781","ClawMark: A Living-World Benchmark for Multi-Turn, Multi-Day, Multimodal Coworker Agents","2026","arXiv","C10-benchmarks-methods","should","2026-09-03T20:21:58Z","arXiv abs page https://arxiv.org/abs/2604.23781 (v2, last revised 5 May 2026; submitted 26 Apr 2026; comment: github repo link only, no venue)","https://arxiv.org/abs/2604.23781"
"merrill2026terminalbench","arxiv","2601.11868","Terminal-Bench: Benchmarking Agents on Hard, Realistic Tasks in Command Line Interfaces","2026","arXiv preprint","C10-benchmarks-methods","should","2026-09-03T06:59:10Z","https://export.arxiv.org/api/query?id_list=2512.06710,2503.01935,2506.07982,2510.25726,2601.11868,2312.03664,2310.11667,2606.31174,2605.19099,2510.11977,2407.01502&max_results=20","https://arxiv.org/abs/2601.11868"
"meta2026reasoning","url","https://dev.meta.ai/docs/reasoning.md","Reasoning","2026","dev.meta.ai/docs (Meta Model API)","C10-benchmarks-methods","must","2026-09-03T22:41:11Z","curl https://dev.meta.ai/docs/reasoning.md (HTTP 200; front-matter title 'Reasoning'; full markdown read 2026-09-03)","https://dev.meta.ai/docs/reasoning.md"
"moon2026pricethinking","arxiv","2608.16956","The Price of Thinking: Reasoning Effort as a Model-Specific API Contract","2026","arXiv preprint (cs.AI, cs.CL, cs.CY, cs.LG); 15 pages, 3 figures, 2 tables","C10-benchmarks-methods","must","2026-09-03T22:41:11Z","arXiv abs page 2608.16956 (submitted 2026-08-16); title, author, comment and abstract read","https://arxiv.org/abs/2608.16956"
"petrova2026pressurereveals","arxiv","2602.20813","Pressure Reveals Character: Behavioural Alignment Evaluation at Depth","2026","arXiv preprint","C10-benchmarks-methods","should","2026-09-03T20:21:58Z","arXiv abstract page https://arxiv.org/abs/2602.20813 (citation meta tags; export API returned HTTP 429). Comments field: Preprint. Submitted 24 Feb 2026, v1 only.","https://arxiv.org/abs/2602.20813"
"piya2026overthinkinghurts","doi","10.2139/ssrn.7331298","Overthinking Hurts Most When Humans Disagree: Reasoning Effort and Annotator Agreement in Subjective LLM Classification","2026","SSRN working paper (Crossref: publisher Elsevier BV, no container title)","C10-benchmarks-methods","optional","2026-09-03T20:21:58Z","https://api.crossref.org/works/10.2139/ssrn.7331298 (title, author, publisher, issued year, abstract)","https://doi.org/10.2139/ssrn.7331298"
"ren2026orchbenchevaluating","arxiv","2607.25656","OrchBench: Evaluating Multi-Agent Orchestration Plans in Isolation via Deterministic Simulation","2026","arXiv preprint","C10-benchmarks-methods","should","2026-09-03T19:57:24Z","arXiv API export.arxiv.org/api/query?id_list=2607.25656 (v1, published 2026-07-28)","https://arxiv.org/abs/2607.25656"
"rodionov2026reasoningshift","arxiv","2604.01161","Reasoning Shift: How Context Silently Shortens LLM Reasoning","2026","arXiv preprint (comment: Preprint; v1 1 Apr 2026, v2 3 Jun 2026)","C10-benchmarks-methods","must","2026-09-03T20:21:58Z","arXiv abs page https://arxiv.org/abs/2604.01161; export API returned HTTP 429","https://arxiv.org/abs/2604.01161"
"tan2026swetouch","arxiv","2608.02499","SWE-Touch: Benchmarking Coding Agents When Users Touch the Code","2026","arXiv preprint (cs.SE, cs.AI, cs.CL)","C10-benchmarks-methods","should","2026-09-03T22:41:11Z","arXiv API export.arxiv.org/api/query?id_list=2608.02499 (v1, published 2026-08-03)","https://arxiv.org/abs/2608.02499"
"tang2026proagentbenchevaluating","arxiv","2602.04482","ProAgentBench: Evaluating LLM Agents for Proactive Assistance with Real-World Data","2026","arXiv preprint","C10-benchmarks-methods","optional","2026-09-03T19:57:24Z","arXiv API export.arxiv.org/api/query?id_list=2602.04482 (v2)","https://arxiv.org/abs/2602.04482"
"vercel2026deepseekflash","url","https://vercel.com/ai-gateway/models/deepseek-v4-flash-0731","Deepseek V4 Flash 0731 API & Pricing | Vercel AI Gateway","2026","vercel.com/ai-gateway/models","C10-benchmarks-methods","should","2026-09-03T22:41:11Z","curl https://vercel.com/ai-gateway/models/deepseek-v4-flash-0731 (HTTP 200, <title> matches; text read 2026-09-03). Note: the quoted phrase 'detailed capability metadata has not been reported for this model' does not appear in the server-rendered HTML; the provider table has a Capabilities column that renders client-side, so that claim should be re-checked in a browser before quoting.","https://vercel.com/ai-gateway/models/deepseek-v4-flash-0731"
"voss2026gotorder","url","https://arize.com/blog/llm-instruction-following-benchmark-2026/","Models got an order of magnitude better at following instructions in one year","2026","Arize blog","C10-benchmarks-methods","optional","2026-09-03T20:21:58Z","Page fetched at https://arize.com/blog/llm-instruction-following-benchmark-2026/; byline Laurie Voss; publication date shown as May 2026","https://arize.com/blog/llm-instruction-following-benchmark-2026/"
"wu2026asknow","arxiv","2605.28108","Ask Now, Use Later: Benchmarking the Proactivity Gap in Long-Lived LLM Agents","2026","arXiv preprint","C10-benchmarks-methods","optional","2026-09-03T19:57:24Z","arXiv API export.arxiv.org/api/query?id_list=2605.28108 (v2)","https://arxiv.org/abs/2605.28108"
"xiong2026clawarena","arxiv","2606.31174","ClawArena-Team: Benchmarking Subagent Orchestration and Dynamic Workflows in Language-Model Agents","2026","arXiv preprint","C10-benchmarks-methods","must","2026-09-03T06:59:10Z","https://export.arxiv.org/api/query?id_list=2512.06710,2503.01935,2506.07982,2510.25726,2601.11868,2312.03664,2310.11667,2606.31174,2605.19099,2510.11977,2407.01502&max_results=20","https://arxiv.org/abs/2606.31174"
"xu2026testtime","arxiv","2608.03169","Test-time reasoning effort and unauthorized tool use in language-model agents: a prespecified equivalence study","2026","arXiv preprint (cs.CR, cs.SE; submitted 4 Aug 2026, v1)","C10-benchmarks-methods","should","2026-09-03T20:21:58Z","arXiv abs page https://arxiv.org/abs/2608.03169 (WebFetch); title, authors, date, subjects and abstract match","https://arxiv.org/abs/2608.03169"
"yan2026wireprofiling","arxiv","2605.27784","WIRE: Profiling Witnessed Within-Policy Instruction Collisions in LLM Agents","2026","arXiv preprint (no comment or venue in record; v2 revised 26 Jul 2026)","C10-benchmarks-methods","optional","2026-09-03T20:21:58Z","arXiv abstract page https://arxiv.org/abs/2605.27784 (citation_* meta tags, dateline Submitted on 27 May 2026, last revised 26 Jul 2026, v2)","https://arxiv.org/abs/2605.27784"
"yeo2026compliancecapability","arxiv","2608.19207","Compliance, Capability, and Conflict: Benchmarking Multimodal LLMs under System Messages","2026","arXiv preprint (cs.CL); no Comments field","C10-benchmarks-methods","optional","2026-09-03T20:21:58Z","arXiv abstract page https://arxiv.org/abs/2608.19207 (v1 12 Jun 2026)","https://arxiv.org/abs/2608.19207"
"aggarwal2025optimalthinkingbenchevaluating","arxiv","2508.13141","OptimalThinkingBench: Evaluating Over and Underthinking in LLMs","2025","arXiv preprint (comment: 30 pages, 10 tables, 11 figures; no venue stated)","C10-benchmarks-methods","optional","2026-09-03T20:21:58Z","arxiv.org/abs/2508.13141 (citation_* meta tags; submitted 18 Aug 2025, v2 4 Oct 2025)","https://arxiv.org/abs/2508.13141"
"balaji2025evaluatingsafety","arxiv","2509.18382","Evaluating the Safety and Skill Reasoning of Large Reasoning Models Under Compute Constraints","2025","arXiv preprint (no comment or journal reference on the record; v1 22 Sep 2025)","C10-benchmarks-methods","optional","2026-09-03T20:21:58Z","https://arxiv.org/abs/2509.18382 (abs page citation_* meta, abstract, submission history)","https://arxiv.org/abs/2509.18382"
"barres2025tau2bench","arxiv","2506.07982","$τ^2$-Bench: Evaluating Conversational Agents in a Dual-Control Environment","2025","arXiv preprint","C10-benchmarks-methods","should","2026-09-03T06:59:10Z","https://export.arxiv.org/api/query?id_list=2512.06710,2503.01935,2506.07982,2510.25726,2601.11868,2312.03664,2310.11667,2606.31174,2605.19099,2510.11977,2407.01502&max_results=20","https://arxiv.org/abs/2506.07982"
"cuadron2025dangeroverthinking","arxiv","2502.08235","The Danger of Overthinking: Examining the Reasoning-Action Dilemma in Agentic Tasks","2025","arXiv preprint (no comment or journal reference on the record; v1 12 Feb 2025)","C10-benchmarks-methods","should","2026-09-03T20:21:58Z","https://arxiv.org/abs/2502.08235 (abs page citation_* meta, abstract, submission history)","https://arxiv.org/abs/2502.08235"
"gema2025inversescaling","arxiv","2507.14417","Inverse Scaling in Test-Time Compute","2025","Published in TMLR (12/2025; Featured Certification; J2C Certification) (arXiv comment field); arXiv v1 19 Jul 2025, v2 15 Dec 2025","C10-benchmarks-methods","must","2026-09-03T20:21:58Z","https://arxiv.org/abs/2507.14417 (abs page citation_* meta, Comments line, submission history); export API returned HTTP 429","https://arxiv.org/abs/2507.14417"
"kavathekar2025tamasbenchmarking","arxiv","2511.05269","TAMAS: Benchmarking Adversarial Risks in Multi-Agent LLM Systems","2025","ICML 2025 MAS Workshop (arXiv 2511.05269, submitted 7 Nov 2025)","C10-benchmarks-methods","optional","2026-09-03T22:41:11Z","arXiv abs page https://arxiv.org/abs/2511.05269 (curl, 2026-09-03); comments: Accepted at ICML 2025 MAS Workshop","https://arxiv.org/abs/2511.05269"
"kwon2025reasonifreasoning","arxiv","2510.15211","ReasonIF: Large Reasoning Models Fail to Follow Instructions During Reasoning","2025","arXiv preprint (submitted 17 Oct 2025, v1)","C10-benchmarks-methods","optional","2026-09-03T20:21:58Z","arXiv abs page https://arxiv.org/abs/2510.15211 (WebFetch); title, authors, date and abstract match","https://arxiv.org/abs/2510.15211"
"li2025thinkingfails","arxiv","2505.11423","When Thinking Fails: The Pitfalls of Reasoning for Instruction-Following in LLMs","2025","Advances in Neural Information Processing Systems 38 (NeurIPS 2025), per Crossref DOI 10.52202/085713-2612; also arXiv 2505.11423 (v3, 2 Sep 2025). Spotlight designation not present in any retrieved record.","C10-benchmarks-methods","must","2026-09-03T20:21:58Z","arXiv abs page https://arxiv.org/abs/2505.11423 (WebFetch) plus Crossref query.bibliographic match returning DOI 10.52202/085713-2612 in Advances in Neural Information Processing Systems 38","https://arxiv.org/abs/2505.11423"
"li2025toolathlon","arxiv","2510.25726","The Tool Decathlon: Benchmarking Language Agents for Diverse, Realistic, and Long-Horizon Task Execution","2025","arXiv preprint","C10-benchmarks-methods","should","2026-09-03T06:59:10Z","https://export.arxiv.org/api/query?id_list=2512.06710,2503.01935,2506.07982,2510.25726,2601.11868,2312.03664,2310.11667,2606.31174,2605.19099,2510.11977,2407.01502&max_results=20","https://arxiv.org/abs/2510.25726"
"mustahsan2025stochasticity","arxiv","2512.06710","Stochasticity in Agentic Evaluations: Quantifying Inconsistency with Intraclass Correlation","2025","arXiv preprint","C10-benchmarks-methods","must","2026-09-03T06:59:10Z","https://export.arxiv.org/api/query?id_list=2512.06710,2503.01935,2506.07982,2510.25726,2601.11868,2312.03664,2310.11667,2606.31174,2605.19099,2510.11977,2407.01502&max_results=20","https://arxiv.org/abs/2512.06710"
"openai2025gptprompting","url","https://developers.openai.com/cookbook/examples/gpt-5/gpt-5_prompting_guide","GPT-5 prompting guide","2025","OpenAI Cookbook","C10-benchmarks-methods","should","2026-09-03T20:21:58Z","developers.openai.com page (no byline or date shown); cookbook.openai.com URL returns 308 redirect to developers.openai.com; openai/openai-cookbook registry.yaml lists date 2025-08-07, authors anoop-openai, julian-openai, ericzakariasson, erinkav-openai, and archived: true; first commit 2025-08-07, latest 2026-07-20","https://developers.openai.com/cookbook/examples/gpt-5/gpt-5_prompting_guide"
"sam2025evaluatingreasoning","arxiv","2508.19980","Evaluating Language Model Reasoning about Confidential Information","2025","arXiv preprint (comment: ""20 pages""; no journal reference)","C10-benchmarks-methods","should","2026-09-03T20:21:58Z","arxiv.org/abs/2508.19980 (v1 27 Aug 2025); subject cs.LG","https://arxiv.org/abs/2508.19980"
"srivastava2025batchprompting","arxiv","2511.04108","Batch Prompting Suppresses Overthinking Reasoning Under Constraint: How Batch Prompting Suppresses Overthinking in Reasoning Models","2025","arXiv preprint","C10-benchmarks-methods","should","2026-09-03T20:21:58Z","arxiv.org/abs/2511.04108 HTML citation meta tags (export API 429); v1 dated 2025/11/06, latest version online 2026/02/20 with comment 'New version with updated author list'. The current record title carries the prefix 'Batch Prompting Suppresses Overthinking' before the candidate's title; the candidate title is the earlier version's title of the same work. The OpenReview id in the candidate venue string was not verified and is not in the arXiv record.","https://arxiv.org/abs/2511.04108"
"zhao2025chainthought","arxiv","2510.26418","Chain-of-Thought Hijacking","2025","arXiv preprint (no comment or journal reference on the record; v1 30 Oct 2025, v4 24 May 2026)","C10-benchmarks-methods","should","2026-09-03T20:21:58Z","https://arxiv.org/abs/2510.26418 (abs page citation_* meta, abstract, submission history)","https://arxiv.org/abs/2510.26418"
"zhu2025multiagentbench","arxiv","2503.01935","MultiAgentBench: Evaluating the Collaboration and Competition of LLM agents","2025","ACL 2025 (Long Papers)","C10-benchmarks-methods","must","2026-09-03T06:59:10Z","https://export.arxiv.org/api/query?id_list=2512.06710,2503.01935,2506.07982,2510.25726,2601.11868,2312.03664,2310.11667,2606.31174,2605.19099,2510.11977,2407.01502&max_results=20","https://arxiv.org/abs/2503.01935"
"kapoor2024agents","arxiv","2407.01502","AI Agents That Matter","2024","arXiv preprint","C10-benchmarks-methods","must","2026-09-03T06:59:10Z","https://export.arxiv.org/api/query?id_list=2512.06710,2503.01935,2506.07982,2510.25726,2601.11868,2312.03664,2310.11667,2606.31174,2605.19099,2510.11977,2407.01502&max_results=20","https://arxiv.org/abs/2407.01502"
"lu2024proactiveshifting","arxiv","2410.12361","Proactive Agent: Shifting LLM Agents from Reactive Responses to Active Assistance","2024","arXiv preprint","C10-benchmarks-methods","optional","2026-09-03T19:57:24Z","arXiv API export.arxiv.org/api/query?id_list=2410.12361 (v3)","https://arxiv.org/abs/2410.12361"
"miller2024errorbars","arxiv","2411.00640","Adding Error Bars to Evals: A Statistical Approach to Language Model Evaluations","2024","arXiv preprint arXiv:2411.00640","C10-benchmarks-methods","must","2026-09-03T07:17:27Z","https://export.arxiv.org/api/query?id_list=2411.00640","https://arxiv.org/abs/2411.00640"
"openai2024swebenchverified","url","https://openai.com/index/introducing-swe-bench-verified/","Introducing SWE-bench Verified","2024","OpenAI blog","C10-benchmarks-methods","optional","2026-09-03T06:59:27Z","https://www.swebench.com/verified.html","https://openai.com/index/introducing-swe-bench-verified/"
"xu2024theagentcompany","arxiv","2412.14161","TheAgentCompany: Benchmarking LLM Agents on Consequential Real World Tasks","2024","arXiv preprint","C10-benchmarks-methods","should","2026-09-03T06:50:44Z","https://export.arxiv.org/api/query?id_list=2412.14161","https://arxiv.org/abs/2412.14161"
"yao2024taubench","arxiv","2406.12045","$τ$-bench: A Benchmark for Tool-Agent-User Interaction in Real-World Domains","2024","arXiv preprint","C10-benchmarks-methods","must","2026-09-03T06:50:44Z","https://export.arxiv.org/api/query?id_list=2406.12045","https://arxiv.org/abs/2406.12045"
"jimenez2023swebench","arxiv","2310.06770","SWE-bench: Can Language Models Resolve Real-World GitHub Issues?","2023","arXiv preprint","C10-benchmarks-methods","should","2026-09-03T06:50:44Z","https://export.arxiv.org/api/query?id_list=2310.06770","https://arxiv.org/abs/2310.06770"
"mialon2023gaia","arxiv","2311.12983","GAIA: a benchmark for General AI Assistants","2023","arXiv preprint","C10-benchmarks-methods","should","2026-09-03T06:50:44Z","https://export.arxiv.org/api/query?id_list=2311.12983","https://arxiv.org/abs/2311.12983"
